,lon,lat,date,manner_of_death,age,gender,city,state,mental_illness,threat_level,Armed,Race,State
1014,-87.0396881,30.6324149,2/5/2016,shot,30,M,Milton,florida,FALSE,undetermined,Armed/Undetermined,White,florida
1015,-80.8644667,36.0234316,2/5/2016,shot,51,M,Union Grove,north carolina,FALSE,attack,Armed/Undetermined,White,north carolina
1016,-123.9226385,45.9931636,2/5/2016,shot,55,M,Seaside,oregon,FALSE,attack,Armed/Undetermined,White,oregon
1017,-118.2436849,34.0522342,2/6/2016,shot,16,M,Los Angeles,california,FALSE,attack,Armed/Undetermined,Hispanic,california
1018,-82.9987942,39.9611755,2/7/2016,shot,23,M,Columbus,ohio,FALSE,other,Armed/Undetermined,Black,ohio
1019,-74.3392821,39.9711696,2/7/2016,shot,27,M,Manchester,new jersey,FALSE,other,Armed/Undetermined,Hispanic,new jersey
1020,-75.3557457,39.849557,2/8/2016,shot,33,M,Chester,pennsylvania,FALSE,attack,Armed/Undetermined,Black,pennsylvania
1021,-90.0715323,29.9510658,2/8/2016,shot,22,M,New Orleans,louisiana,FALSE,undetermined,Armed/Undetermined,Black,louisiana
1022,-85.7584557,38.2526647,2/10/2016,shot,NA,M,Louisville,kentucky,FALSE,attack,Armed/Undetermined,White,kentucky
1023,-76.2772223,39.4622357,2/10/2016,shot,67,M,Abingdon,maryland,FALSE,attack,Armed/Undetermined,White,maryland
1024,-93.1566107,45.0060767,2/10/2016,shot,52,M,Roseville,minnesota,TRUE,undetermined,Armed/Undetermined,White,minnesota
1025,-81.2117473,35.5756889,2/11/2016,shot,35,M,Maiden,north carolina,TRUE,other,Armed/Undetermined,White,north carolina
1026,-118.1541632,34.6867846,2/11/2016,shot,45,M,Lancaster,california,FALSE,other,Armed/Undetermined,White,california
1027,-71.0588801,42.3600825,2/12/2016,shot,29,M,Boston,massachusetts,FALSE,attack,Armed/Undetermined,Black,massachusetts
1028,-97.3307658,32.7554883,2/12/2016,shot,53,M,Fort Worth,texas,FALSE,attack,Armed/Undetermined,White,texas
1029,-76.1474244,43.0481221,2/12/2016,shot,32,F,Syracuse,new york,FALSE,other,Armed/Undetermined,Black,new york
1030,-91.1403196,30.4582829,2/13/2016,shot,22,M,Baton Rouge,louisiana,TRUE,attack,Armed/Undetermined,Black,louisiana
1031,-93.7121656,41.6266555,2/13/2016,shot,29,M,Urbandale,iowa,FALSE,attack,Armed/Undetermined,Black,iowa
1032,-78.3413918,37.683478,2/13/2016,shot,19,M,Arvonia,virginia,FALSE,undetermined,Armed/Undetermined,Black,virginia
1033,-118.451357,34.1898566,2/14/2016,shot,26,M,Van Nuys,california,FALSE,other,Armed/Undetermined,White,california
1034,-82.5748194,27.4989278,2/14/2016,shot,50,M,Bradenton,florida,TRUE,other,Armed/Undetermined,White,florida
1035,-103.1935127,32.1131814,2/15/2016,shot,52,M,Jal,new mexico,FALSE,attack,Armed/Undetermined,Hispanic,new mexico
1036,-117.8131125,33.8886259,2/15/2016,shot,39,M,Yorba Linda,california,FALSE,undetermined,Armed/Undetermined,White,california
1037,-73.2612615,41.1408363,2/16/2016,shot,51,M,Fairfield,connecticut,FALSE,undetermined,Armed/Undetermined,White,connecticut
1038,-93.4801942,37.1200526,2/16/2016,shot,48,M,Republic,missouri,FALSE,other,Armed/Undetermined,White,missouri
1039,-94.2396554,34.5862171,2/16/2016,shot,30,M,Mena,arkansas,FALSE,other,Armed/Undetermined,White,arkansas
1040,-84.5120196,39.1031182,2/17/2016,shot,37,M,Cincinnati,ohio,FALSE,undetermined,Armed/Undetermined,Black,ohio
1041,-83.4571057,34.203997,2/18/2016,shot,25,M,Commerce,georgia,FALSE,other,Armed/Undetermined,White,georgia
1042,-95.4624548,33.6631622,2/18/2016,shot,32,M,Reno,texas,FALSE,attack,Armed/Undetermined,White,texas
1043,-111.9738304,41.223,2/19/2016,shot,35,M,Ogden,utah,FALSE,attack,Armed/Undetermined,White,utah
1044,-82.2106876,36.3487196,2/19/2016,shot,NA,M,Elizabethton,tennessee,FALSE,attack,Armed/Undetermined,White,tennessee
1045,-106.6055534,35.0853336,2/20/2016,shot,23,M,Albuquerque,new mexico,FALSE,undetermined,Armed/Undetermined,Hispanic,new mexico
1046,-122.5185,47.17176,2/20/2016,shot,41,M,Lakewood,washington,FALSE,attack,Armed/Undetermined,Black,washington
1047,-88.1900415,34.8117565,2/20/2016,shot,45,M,Iuka,mississippi,FALSE,attack,Armed/Undetermined,White,mississippi
1048,-122.3320708,47.6062095,2/21/2016,shot,46,M,Seattle,washington,FALSE,other,Armed/Undetermined,Black,washington
1049,-118.3531311,33.9616801,2/21/2016,shot,31,F,Inglewood,california,FALSE,other,Armed/Undetermined,Black,california
1050,-119.0187125,35.3732921,2/22/2016,shot,45,M,Bakersfield,california,FALSE,attack,Armed/Undetermined,White,california
1051,-84.0193789,39.8208925,2/22/2016,shot,22,M,Fairborn,ohio,FALSE,undetermined,Armed/Undetermined,White,ohio
1052,-91.1403196,30.4582829,2/23/2016,shot,48,M,Baton Rouge,louisiana,TRUE,attack,Armed/Undetermined,Black,louisiana
1053,-112.0740373,33.4483771,2/23/2016,shot,26,M,Phoenix,arizona,FALSE,attack,Armed/Undetermined,White,arizona
1054,-94.2816148,39.0169509,2/24/2016,shot,16,M,Blue Springs,missouri,TRUE,other,Armed/Undetermined,White,missouri
1055,-105.4786412,39.4060536,2/24/2016,shot,58,M,Bailey,colorado,FALSE,attack,Armed/Undetermined,White,colorado
1056,-112.0740373,33.4483771,2/24/2016,shot,27,M,Phoenix,arizona,FALSE,other,Armed/Undetermined,Hispanic,arizona
1057,-118.0647871,33.8583483,2/24/2016,shot,26,M,Cerritos,california,FALSE,undetermined,Armed/Undetermined,Hispanic,california
1058,-88.405096,42.7852922,2/24/2016,shot,21,M,East Troy,wisconsin,FALSE,undetermined,Armed/Undetermined,Black,wisconsin
1059,-104.6921874,40.3763701,2/25/2016,shot,37,M,Evans,colorado,FALSE,attack,Armed/Undetermined,White,colorado
1060,-86.2999689,32.3668052,2/25/2016,shot,56,M,Montgomery,alabama,FALSE,undetermined,Armed/Undetermined,Black,alabama
1061,-119.2246073,39.4154714,2/25/2016,shot,19,M,Silver Springs,nevada,FALSE,attack,Armed/Undetermined,White,nevada
1062,-97.4314267,38.1383437,2/25/2016,shot,38,M,Hesston,kansas,TRUE,attack,Armed/Undetermined,Black,kansas
1063,-79.9414266,37.2709704,2/26/2016,shot,18,M,Roanoke,virginia,FALSE,other,Armed/Undetermined,Black,virginia
1064,-103.1462899,44.0624879,2/26/2016,shot,35,M,Rapid Valley,south dakota,FALSE,attack,Armed/Undetermined,White,south dakota
1065,-98.4936282,29.4241219,2/27/2016,shot,23,M,San Antonio,texas,FALSE,attack,Armed/Undetermined,Hispanic,texas
1066,-86.2544223,33.8370433,2/28/2016,shot,41,M,Ashville,alabama,FALSE,attack,Armed/Undetermined,White,alabama
1067,-78.6381787,35.7795897,2/29/2016,shot,24,M,Raleigh,north carolina,FALSE,other,Armed/Undetermined,Black,north carolina
1068,-80.5886646,28.0344621,3/1/2016,shot,39,M,Palm Bay,florida,FALSE,attack,Armed/Undetermined,Hispanic,florida
1069,-97.0819541,32.8370727,3/1/2016,shot,22,M,Euless,texas,FALSE,attack,Armed/Undetermined,Hispanic,texas
1070,-88.6116854,30.385755,3/1/2016,shot,37,M,Gautier,mississippi,FALSE,attack,Armed/Undetermined,White,mississippi
1071,-76.3482931,39.5359406,3/2/2016,shot,36,M,Bel Air,maryland,TRUE,other,Armed/Undetermined,White,maryland
1072,-78.9219698,40.3267407,3/2/2016,shot and Tasered,41,M,Johnstown,pennsylvania,FALSE,other,Armed/Undetermined,White,pennsylvania
1073,-78.744572,42.9026136,3/5/2016,shot,34,M,Cheektowaga,new york,FALSE,attack,Armed/Undetermined,White,new york
1074,-94.1265562,30.080174,3/5/2016,shot,22,M,Beaumont,texas,FALSE,undetermined,Armed/Undetermined,White,texas
1075,-97.5458565,32.8951262,3/6/2016,shot,51,M,Azle,texas,FALSE,attack,Armed/Undetermined,White,texas
1076,-118.2120161,33.954737,3/6/2016,shot,41,M,South Gate,california,FALSE,attack,Armed/Undetermined,Hispanic,california
1077,-121.8863286,37.3382082,3/7/2016,shot,45,M,San Jose,california,FALSE,other,Armed/Undetermined,White,california
1078,-95.6890185,39.0558235,3/7/2016,shot,45,M,Topeka,kansas,FALSE,undetermined,Armed/Undetermined,White,kansas
1079,-104.2288375,32.4206736,3/7/2016,shot,41,M,Carlsbad,new mexico,FALSE,undetermined,Armed/Undetermined,Hispanic,new mexico
1080,-123.1007066,47.2150945,1/2/2015,shot,53,M,Shelton,washington,TRUE,attack,Armed/Undetermined,Other,washington
1081,-121.9885719,37.5482697,1/16/2015,shot and Tasered,48,M,Fremont,california,FALSE,other,Armed/Undetermined,Other,california
1082,-74.8623203,39.6573556,1/25/2015,shot,59,M,Winslow,new jersey,FALSE,attack,Armed/Undetermined,Other,new jersey
1083,-95.3698028,29.7604267,3/1/2015,shot,35,M,Houston,texas,FALSE,attack,Armed/Undetermined,Other,texas
1084,-114.8345117,35.9782216,3/30/2015,shot,54,M,Boulder City,nevada,FALSE,attack,Armed/Undetermined,Other,nevada
1085,-121.2907796,37.9577016,3/4/2015,shot,28,M,Stockton,california,FALSE,attack,Armed/Undetermined,Other,california
1086,-121.2907796,37.9577016,1/28/2015,shot and Tasered,35,M,Stockton,california,TRUE,attack,Armed/Undetermined,Other,california
1087,-112.0740373,33.4483771,1/27/2015,shot,26,M,Phoenix,arizona,FALSE,other,Armed/Undetermined,Other,arizona
1088,-122.0363496,37.36883,4/8/2015,shot,28,M,Sunnyvale,california,TRUE,other,Armed/Undetermined,Other,california
1089,-122.5185,47.17176,4/21/2015,shot,37,M,Lakewood,washington,TRUE,other,Unarmed,Other,washington
1090,-105.2769348,39.9324862,4/22/2015,shot,39,M,Eldorado Springs,colorado,FALSE,attack,Armed/Undetermined,Other,colorado
1091,-117.1610838,32.715738,4/30/2015,shot,42,M,San Diego,california,TRUE,other,Unarmed,Other,california
1092,-96.6388833,32.912624,5/3/2015,shot,34,M,Garland,texas,FALSE,attack,Armed/Undetermined,Other,texas
1093,-118.0467339,34.0519548,5/5/2015,shot,32,M,South El Monte,california,FALSE,attack,Armed/Undetermined,Other,california
1094,-83.9879625,33.9562149,5/7/2015,shot,72,M,Lawrenceville,georgia,TRUE,other,Armed/Undetermined,Other,georgia
1095,-157.8583333,21.3069444,5/12/2015,shot and Tasered,46,M,Honolulu,hawaii,FALSE,attack,Armed/Undetermined,Other,hawaii
1096,-118.1937395,33.7700504,5/27/2015,shot and Tasered,20,M,Long Beach,california,FALSE,other,Unarmed,Other,california
1097,-122.8755949,42.3265152,5/31/2015,shot,40,M,Medford,oregon,TRUE,attack,Armed/Undetermined,Other,oregon
1098,-86.0899847,39.7219884,6/8/2015,shot,54,M,Beech Grove,indiana,TRUE,attack,Armed/Undetermined,Other,indiana
1099,-109.0603825,36.6039938,3/20/2015,shot,24,M,Red Valley,arizona,FALSE,attack,Armed/Undetermined,Other,arizona
1100,-96.2136136,35.9436968,4/9/2015,shot and Tasered,54,M,Kellyville,oklahoma,FALSE,attack,Armed/Undetermined,Other,oklahoma
1101,-87.0352831,35.6150716,6/11/2015,shot,86,M,Columbia,tennessee,TRUE,attack,Armed/Undetermined,Other,tennessee
1102,-98.8208889,47.8805328,6/16/2015,shot,31,M,Wood Lake,north dakota,FALSE,attack,Armed/Undetermined,Other,north dakota
1103,-117.1610838,32.715738,7/2/2015,shot,60,M,San Diego,california,FALSE,other,Armed/Undetermined,Other,california
1104,-80.8542568,37.8590061,7/2/2015,shot,59,M,Meadow Bridge,west virginia,TRUE,attack,Armed/Undetermined,Other,west virginia
1105,-104.990251,39.7392358,7/12/2015,shot,35,M,Denver,colorado,TRUE,other,Armed/Undetermined,Other,colorado
1106,-80.955924,41.3083893,7/14/2015,shot,76,M,Southington,ohio,FALSE,attack,Armed/Undetermined,Other,ohio
1107,-85.3096801,35.0456297,7/16/2015,shot,24,M,Chattanooga,tennessee,TRUE,attack,Armed/Undetermined,Other,tennessee
1108,-104.8202462,41.1399814,7/16/2015,shot,23,M,Cheyenne,wyoming,FALSE,attack,Armed/Undetermined,Other,wyoming
1109,-90.1670393,35.8800733,7/28/2015,shot,41,M,Manila,arkansas,FALSE,other,Armed/Undetermined,Other,arkansas
1110,-81.8440197,38.4148146,8/1/2015,shot,52,M,Nitro,west virginia,FALSE,attack,Armed/Undetermined,Other,west virginia
1111,-95.9510661,29.7860643,8/8/2015,shot,33,M,Brookshire,texas,FALSE,attack,Armed/Undetermined,Other,texas
1112,-75.7893604,41.3259134,8/9/2015,shot,77,M,Pittston,pennsylvania,TRUE,attack,Armed/Undetermined,Other,pennsylvania
1113,-121.9885719,37.5482697,7/20/2015,shot,54,M,Fremont,california,FALSE,other,Armed/Undetermined,Other,california
1114,-147.7163889,64.8377778,9/9/2015,shot,33,M,Fairbanks,alaska,FALSE,attack,Armed/Undetermined,Other,alaska
1115,-74.9813084,44.6697805,9/10/2015,shot,31,M,Potsdam,new york,FALSE,attack,Armed/Undetermined,Other,new york
1116,-117.435048,34.0922335,9/10/2015,shot,35,M,Fontana,california,TRUE,other,Armed/Undetermined,Other,california
1117,-147.7163889,64.8377778,9/8/2015,shot,19,M,Fairbanks,alaska,FALSE,attack,Armed/Undetermined,Other,alaska
1118,-115.1175013,36.1988592,9/22/2015,shot,26,M,North Las Vegas,nevada,FALSE,attack,Armed/Undetermined,Other,nevada
1119,-111.8910474,40.7607793,9/23/2015,shot,48,M,Salt Lake City,utah,FALSE,attack,Armed/Undetermined,Other,utah
1120,-93.0899578,44.9537029,9/24/2015,shot,30,M,St. Paul,minnesota,TRUE,other,Armed/Undetermined,Other,minnesota
1121,-103.2310149,44.0805434,9/29/2015,shot,46,M,Rapid City,south dakota,FALSE,attack,Armed/Undetermined,Other,south dakota
1122,-118.0275667,34.0686206,9/9/2015,shot,59,M,El Monte,california,FALSE,attack,Armed/Undetermined,Other,california
1123,-118.451357,34.1898566,10/4/2015,shot,45,M,Van Nuys,california,FALSE,undetermined,Armed/Undetermined,Other,california
1124,-81.5190053,41.0814447,10/5/2015,shot,27,M,Akron,ohio,FALSE,other,Unarmed,Other,ohio
1125,-121.8946761,36.6002378,10/6/2015,shot,39,M,Monterey,california,TRUE,attack,Armed/Undetermined,Other,california
1126,-93.2173758,30.2265949,10/11/2015,shot,44,M,Lakes Charles,louisiana,FALSE,attack,Armed/Undetermined,Other,louisiana
1127,-116.8651224,33.442702,10/9/2015,shot,62,F,Aguanga,california,FALSE,attack,Armed/Undetermined,Other,california
1128,-121.822098,36.6149217,10/14/2015,shot,59,M,Seaside,california,FALSE,attack,Armed/Undetermined,Other,california
1129,-83.6986568,34.0142667,10/16/2015,shot,45,M,Barrow County,georgia,FALSE,attack,Armed/Undetermined,Other,georgia
1130,-82.4571776,27.950575,10/26/2015,shot,18,M,Tampa,florida,FALSE,attack,Unarmed,Other,florida
1131,-120.4829677,37.3021632,11/4/2015,shot,18,M,Merced,california,FALSE,attack,Armed/Undetermined,Other,california
1132,-104.8319195,39.7294319,11/30/2015,shot,25,M,Aurora,colorado,FALSE,attack,Armed/Undetermined,Other,colorado
1133,-117.2897652,34.1083449,12/2/2015,shot,27,F,San Bernardino,california,FALSE,attack,Armed/Undetermined,Other,california
1134,-117.2897652,34.1083449,12/2/2015,shot,28,M,San Bernardino,california,FALSE,attack,Armed/Undetermined,Other,california
1135,-95.3169136,36.3084275,12/9/2015,shot,51,M,Pryor,oklahoma,TRUE,attack,Armed/Undetermined,Other,oklahoma
1136,-116.9719684,33.7475203,12/10/2015,shot,NA,M,Hemet,california,FALSE,attack,Armed/Undetermined,Other,california
1137,-122.7695986,46.8645747,12/13/2015,shot,30,M,Thurston County,washington,FALSE,attack,Armed/Undetermined,Other,washington
1138,-104.8319195,39.7294319,12/12/2015,shot,NA,M,Aurora,colorado,FALSE,attack,Armed/Undetermined,Other,colorado
1139,-118.1937395,33.7700504,12/14/2015,shot,39,M,Long Beach,california,FALSE,other,Armed/Undetermined,Other,california
1140,-84.5474435,39.0925597,12/22/2015,shot,61,M,Ludlow,kentucky,FALSE,attack,Armed/Undetermined,Other,kentucky
1141,-90.9781585,30.6937955,12/24/2015,shot,54,M,Pride,louisiana,TRUE,attack,Armed/Undetermined,Other,louisiana
1142,-122.9666644,38.497135,12/29/2015,shot,50,F,Santa Nella,california,TRUE,other,Armed/Undetermined,Other,california
1143,-118.072846,34.0805651,12/29/2015,shot,NA,M,Rosemead,california,FALSE,undetermined,Armed/Undetermined,Other,california
1144,-107.2386627,41.7910697,12/30/2015,shot,39,M,Rawlins,wyoming,FALSE,undetermined,Armed/Undetermined,Other,wyoming
1145,-118.439,34.28195,1/11/2016,shot,NA,M,San Fernando,california,FALSE,attack,Armed/Undetermined,Other,california
1146,-149.9282138,61.1767272,1/12/2016,shot,49,M,Spenard,alaska,FALSE,undetermined,Armed/Undetermined,Other,alaska
1147,-84.2560299,35.7972998,1/27/2016,shot,40,M,Lenoir City,tennessee,TRUE,undetermined,Armed/Undetermined,Other,tennessee
1148,-105.084423,40.5852602,1/30/2016,shot,38,M,Fort Collins,colorado,FALSE,other,Armed/Undetermined,Other,colorado
1149,-71.4989772,41.7523134,1/29/2016,shot,41,F,Phenix,alabama,FALSE,attack,Armed/Undetermined,Other,alabama
1150,-122.0402399,37.5296593,1/31/2016,shot,62,M,Newark,california,TRUE,attack,Armed/Undetermined,Other,california
1151,-100.8534779,43.2327824,2/3/2016,shot,22,M,Rosebud,south dakota,FALSE,attack,Armed/Undetermined,Other,south dakota
1152,-91.9837552,34.9984206,2/7/2016,shot,36,M,Austin,arkansas,FALSE,other,Armed/Undetermined,Other,arkansas
1153,-106.4850217,31.7618778,2/4/2016,shot,NA,M,El Paso,texas,FALSE,attack,Armed/Undetermined,Other,texas
1154,-156.7886111,71.2905556,2/10/2016,shot,36,M,Barrow,alaska,FALSE,attack,Armed/Undetermined,Other,alaska
1155,-155.09,19.7297222,2/9/2016,shot,29,M,Hilo,hawaii,FALSE,attack,Armed/Undetermined,Other,hawaii
1156,-95.8142885,32.1321367,2/10/2016,shot,56,M,Henderson County,texas,FALSE,attack,Armed/Undetermined,Other,texas
1157,-82.9987942,39.9611755,2/11/2016,shot,30,M,Columbus,ohio,FALSE,attack,Armed/Undetermined,Other,ohio
1158,-118.2436849,34.0522342,2/14/2016,shot,29,M,Los Angeles,california,FALSE,other,Armed/Undetermined,Other,california
1159,-74.0868095,41.7475933,10/24/2015,shot,NA,M,New Paltz,new york,FALSE,attack,Armed/Undetermined,Other,new york
1160,-117.8678338,33.7455731,2/18/2016,shot,30,M,Santa Ana,california,FALSE,undetermined,Armed/Undetermined,Other,california
1161,-117.8678338,33.7455731,2/18/2016,shot,35,M,Santa Ana,california,FALSE,undetermined,Armed/Undetermined,Other,california
1162,-112.0740373,33.4483771,2/21/2016,shot,36,F,Phoenix,arizona,TRUE,attack,Armed/Undetermined,Other,arizona
1163,-117.9145036,33.8352932,2/20/2016,shot,30,M,Anaheim,california,FALSE,attack,Armed/Undetermined,Other,california
1164,-104.990251,39.7392358,2/22/2016,shot,NA,M,Denver,colorado,FALSE,attack,Armed/Undetermined,Other,colorado
1165,-98.3252932,26.2159066,2/22/2016,shot,38,M,Mission,texas,TRUE,undetermined,Armed/Undetermined,Other,texas
1166,-149.8180556,61.6302778,2/21/2016,shot,38,F,Houston,alaska,FALSE,undetermined,Armed/Undetermined,Other,alaska
1167,-121.1354141,37.7394537,2/23/2016,shot,36,M,Ripon,california,FALSE,undetermined,Armed/Undetermined,Other,california
1168,-95.3698028,29.7604267,2/23/2016,shot and Tasered,NA,M,Houston,texas,FALSE,undetermined,Armed/Undetermined,Other,texas
1169,-103.2310149,44.0805434,2/28/2016,shot,44,M,Rapid City,south dakota,FALSE,undetermined,Armed/Undetermined,Other,south dakota
1170,-100.7837392,46.8083268,3/6/2016,shot,42,M,Bismarck,north dakota,FALSE,undetermined,Armed/Undetermined,Other,north dakota
1171,-111.789027,33.3528264,3/3/2016,shot,27,M,Gilbert,arizona,FALSE,undetermined,Armed/Undetermined,Other,arizona
1172,-93.6910292,34.659264,3/4/2016,shot,66,M,Sims,arkansas,FALSE,undetermined,Armed/Undetermined,Other,arkansas
1173,-77.6109219,43.16103,3/7/2016,shot,49,M,Rochester,new york,FALSE,attack,Armed/Undetermined,Other,new york
1174,-84.1177098,37.1895318,3/4/2016,shot,30,M,East Berstadt,kentucky,FALSE,undetermined,Armed/Undetermined,Other,kentucky
1175,-108.5006904,45.7832856,3/7/2016,shot,42,M,Billings,montana,FALSE,attack,Armed/Undetermined,Other,montana
1176,-82.4571776,27.950575,3/8/2016,shot,27,M,Tampa,florida,TRUE,other,Armed/Undetermined,Other,florida
