,lon,lat,date,manner_of_death,age,gender,city,state,mental_illness,threat_level,Armed,Race,State
796,-124.1636729,40.8020712,11/1/2015,shot,20,M,Eureka,california,FALSE,attack,Armed/Undetermined,White,california
797,-116.4381985,44.7298876,11/1/2015,shot,62,M,Council,idaho,FALSE,undetermined,Armed/Undetermined,White,idaho
798,-77.0368707,38.9071923,11/2/2015,shot,62,M,Washington,district of columbia,FALSE,attack,Armed/Undetermined,Black,district of columbia
799,-93.2922989,37.2089572,11/4/2015,shot,30,M,Springfield,missouri,FALSE,attack,Armed/Undetermined,White,missouri
800,-95.3698028,29.7604267,11/4/2015,shot,57,M,Houston,texas,FALSE,attack,Armed/Undetermined,Black,texas
801,-79.9558968,39.629526,11/5/2015,shot,48,M,Morgantown,west virginia,FALSE,attack,Armed/Undetermined,White,west virginia
802,-96.3952963,36.4142357,11/5/2015,shot,20,M,Hominy,oklahoma,TRUE,attack,Armed/Undetermined,White,oklahoma
803,-90.3351164,38.538664,11/5/2015,shot,30,M,Lakeshire,missouri,FALSE,attack,Armed/Undetermined,White,missouri
804,-80.0325867,32.9810059,11/5/2015,shot,36,F,Goose Creek,south carolina,TRUE,attack,Armed/Undetermined,White,south carolina
805,-122.6764816,45.5230622,11/6/2015,shot,51,M,Portland,oregon,TRUE,attack,Armed/Undetermined,White,oregon
806,-115.1398296,36.1699412,11/6/2015,shot,55,M,Las Vegas,nevada,FALSE,other,Armed/Undetermined,White,nevada
807,-80.0767266,34.9682097,11/6/2015,shot,48,M,Wadesboro,north carolina,FALSE,undetermined,Armed/Undetermined,White,north carolina
808,-81.9320482,34.9495672,11/9/2015,shot,20,M,Spartanburg,south carolina,FALSE,attack,Armed/Undetermined,Black,south carolina
809,-99.4803241,27.5305671,11/9/2015,shot,25,M,North Laredo,texas,TRUE,attack,Armed/Undetermined,Hispanic,texas
810,-80.7214417,38.7023371,11/9/2015,shot,26,M,Braxton County,west virginia,FALSE,attack,Armed/Undetermined,White,west virginia
811,-121.8863286,37.3382082,11/9/2015,shot,45,M,San Jose,california,FALSE,attack,Armed/Undetermined,Hispanic,california
812,-118.2436849,34.0522342,11/9/2015,shot and Tasered,35,M,Los Angeles,california,FALSE,other,Armed/Undetermined,Hispanic,california
813,-104.8213634,38.8338816,11/10/2015,shot,63,M,Colorado Springs,colorado,FALSE,attack,Armed/Undetermined,White,colorado
814,-121.8374777,39.7284944,11/10/2015,shot,34,M,Chico,california,FALSE,attack,Armed/Undetermined,Hispanic,california
815,-104.8205283,39.9852617,11/10/2015,shot,36,M,Brighton,colorado,FALSE,other,Armed/Undetermined,Hispanic,colorado
816,-112.6389244,45.2166324,11/10/2015,shot,22,M,Dillon,montana,FALSE,attack,Armed/Undetermined,White,montana
817,-106.6055534,35.0853336,11/11/2015,shot,31,M,Albuquerque,new mexico,FALSE,other,Armed/Undetermined,Hispanic,new mexico
818,-122.4194155,37.7749295,11/11/2015,shot,25,M,San Francisco,california,FALSE,attack,Armed/Undetermined,Hispanic,california
819,-81.7195533,33.5604168,11/11/2015,shot,57,M,Aiken,south carolina,FALSE,attack,Armed/Undetermined,White,south carolina
820,-76.6121893,39.2903848,11/11/2015,shot,32,M,Baltimore,maryland,FALSE,attack,Armed/Undetermined,Black,maryland
821,-122.0363496,37.36883,11/12/2015,shot,42,M,Sunnyvale,california,FALSE,other,Armed/Undetermined,Black,california
822,-88.864698,35.9969735,11/13/2015,shot,52,M,Gibson County,tennessee,FALSE,attack,Armed/Undetermined,White,tennessee
823,-117.4854802,33.9971974,11/13/2015,shot,25,M,Jurupa Valley,california,FALSE,undetermined,Armed/Undetermined,Hispanic,california
824,-81.3906678,32.173813,11/13/2015,shot,25,M,Eden,georgia,FALSE,attack,Armed/Undetermined,White,georgia
825,-117.4854802,33.9971974,11/14/2015,shot,31,M,Jurupa Valley,california,FALSE,other,Armed/Undetermined,Hispanic,california
826,-122.2711137,37.8043637,11/15/2015,shot,39,M,Oakland,california,FALSE,attack,Armed/Undetermined,Black,california
827,-78.9728056,35.1679395,11/15/2015,shot and Tasered,32,M,Spring Lake,north carolina,FALSE,attack,Armed/Undetermined,White,north carolina
828,-75.1749671,40.028521,11/15/2015,shot,16,M,Germantown,pennsylvania,FALSE,attack,Armed/Undetermined,Black,pennsylvania
829,-95.9832577,31.2152685,11/16/2015,shot,28,M,Leon County,texas,FALSE,undetermined,Armed/Undetermined,White,texas
830,-84.981754,34.8033566,11/16/2015,shot,25,M,Whitfield County,georgia,FALSE,other,Armed/Undetermined,White,georgia
831,-97.7972544,32.7592955,11/17/2015,shot,41,M,Weatherford,texas,FALSE,undetermined,Armed/Undetermined,White,texas
832,-80.1917902,25.7616798,11/17/2015,shot,28,M,Miami,florida,TRUE,attack,Armed/Undetermined,Black,florida
833,-81.0739827,33.9657091,11/17/2015,shot,21,M,Cayce,south carolina,FALSE,attack,Armed/Undetermined,Black,south carolina
834,-97.7972544,32.7592955,11/17/2015,shot,30,M,Weatherford,texas,FALSE,other,Armed/Undetermined,Black,texas
835,-74.3572646,39.6108492,11/17/2015,shot,47,M,Little Egg Harbor,new jersey,TRUE,attack,Armed/Undetermined,White,new jersey
836,-80.2503271,25.9023168,11/18/2015,shot,25,M,Opa-Locka,florida,FALSE,other,Armed/Undetermined,Black,florida
837,-86.7416374,42.0320742,11/18/2015,shot,44,M,Berrien County,michigan,FALSE,attack,Armed/Undetermined,Black,michigan
838,-82.345189,27.4799195,11/19/2015,shot,34,M,Manatee,florida,FALSE,attack,Armed/Undetermined,Black,florida
839,-80.3256056,27.4467056,11/19/2015,shot,27,M,Fort Pierce,florida,FALSE,attack,Armed/Undetermined,Black,florida
840,-77.0368707,38.9071923,11/19/2015,shot,34,M,Washington,district of columbia,FALSE,other,Armed/Undetermined,Black,district of columbia
841,-84.8984775,33.9142037,11/20/2015,shot,39,M,Paulding County,georgia,TRUE,attack,Armed/Undetermined,White,georgia
842,-117.435048,34.0922335,11/22/2015,shot,47,M,Fontana,california,FALSE,attack,Armed/Undetermined,White,california
843,-119.8138027,39.5296329,11/22/2015,shot,45,M,Reno,nevada,FALSE,attack,Armed/Undetermined,White,nevada
844,-104.990251,39.7392358,11/22/2015,shot,28,M,Denver,colorado,FALSE,attack,Armed/Undetermined,Hispanic,colorado
845,NA,NA,11/23/2015,shot and Tasered,49,M,Corpus Christi,texas,FALSE,other,Armed/Undetermined,Hispanic,texas
846,-82.9987942,39.9611755,11/23/2015,shot,50,M,Columbus,ohio,FALSE,attack,Armed/Undetermined,White,ohio
847,-93.2474098,45.0481968,11/24/2015,shot,45,M,Columbia Heights,minnesota,FALSE,undetermined,Armed/Undetermined,White,minnesota
848,-115.1398296,36.1699412,11/24/2015,shot and Tasered,32,M,Las Vegas,nevada,TRUE,attack,Armed/Undetermined,White,nevada
849,-75.1196199,39.9259463,11/24/2015,shot,24,M,Camden,new jersey,FALSE,attack,Armed/Undetermined,Black,new jersey
850,-93.2922989,37.2089572,11/25/2015,shot,23,M,Springfield,missouri,FALSE,attack,Armed/Undetermined,White,missouri
851,-109.291475,34.1111581,11/25/2015,shot,52,M,Eagar,arizona,FALSE,attack,Armed/Undetermined,White,arizona
852,-93.2060163,37.0208865,11/25/2015,shot,37,F,Ozark,missouri,FALSE,attack,Armed/Undetermined,White,missouri
853,-93.4379639,36.5636755,11/27/2015,shot,58,M,Lampe,missouri,FALSE,attack,Armed/Undetermined,White,missouri
854,-96.5383228,32.6395776,11/28/2015,shot,50,M,Seagoville,texas,FALSE,other,Armed/Undetermined,White,texas
855,-84.5702338,40.5489358,11/29/2015,shot,22,M,Celina,ohio,FALSE,attack,Armed/Undetermined,White,ohio
856,-94.3618967,39.8891658,11/29/2015,shot,53,M,Maysville,missouri,FALSE,attack,Armed/Undetermined,White,missouri
857,-112.2718239,33.5975393,11/29/2015,shot,69,M,Sun City,arizona,TRUE,attack,Armed/Undetermined,Hispanic,arizona
858,-119.0187125,35.3732921,11/29/2015,shot,23,M,Bakersfield,california,FALSE,attack,Armed/Undetermined,Hispanic,california
859,-96.6851982,40.8257625,11/29/2015,shot,29,M,Lincoln,nebraska,FALSE,attack,Armed/Undetermined,White,nebraska
860,-84.3879824,33.7489954,11/30/2015,shot,18,M,Atlanta,georgia,FALSE,attack,Armed/Undetermined,Black,georgia
861,-103.1598876,31.7512396,11/30/2015,shot,31,M,Wink,texas,FALSE,other,Armed/Undetermined,Hispanic,texas
862,-68.7778138,44.8011821,12/1/2015,shot,23,M,Bangor,maine,FALSE,attack,Armed/Undetermined,White,maine
863,-118.081733,33.9022367,12/1/2015,shot,18,M,Norwalk,california,FALSE,attack,Armed/Undetermined,Hispanic,california
864,-104.990251,39.7392358,12/2/2015,shot,35,M,Denver,colorado,FALSE,attack,Armed/Undetermined,Hispanic,colorado
865,-122.4194155,37.7749295,12/2/2015,shot,26,M,San Francisco,california,FALSE,other,Armed/Undetermined,Black,california
866,-98.4936282,29.4241219,12/2/2015,shot,32,M,San Antonio,texas,FALSE,other,Armed/Undetermined,Hispanic,texas
867,-107.7586404,32.2686981,12/2/2015,shot,36,M,Deming,new mexico,FALSE,attack,Armed/Undetermined,Hispanic,new mexico
868,-102.0740255,41.0630102,12/3/2015,shot,66,M,Big Springs,nebraska,FALSE,attack,Armed/Undetermined,White,nebraska
869,-111.8314724,33.4151843,12/4/2015,shot and Tasered,47,M,Mesa,arizona,FALSE,other,Armed/Undetermined,White,arizona
870,-80.0115701,40.4276685,12/4/2015,shot,21,M,Mount Washington,pennsylvania,FALSE,attack,Armed/Undetermined,Black,pennsylvania
871,-96.9488945,32.8140177,12/5/2015,shot,24,M,Irving,texas,FALSE,attack,Armed/Undetermined,White,texas
872,-80.1917902,25.7616798,12/5/2015,shot and Tasered,51,M,Miami,florida,FALSE,other,Armed/Undetermined,White,florida
873,-88.462609,44.1858193,12/5/2015,shot,60,M,Neenah,wisconsin,FALSE,other,Armed/Undetermined,White,wisconsin
874,-90.1994042,38.6270025,12/5/2015,shot,61,F,St. Louis,missouri,FALSE,attack,Armed/Undetermined,White,missouri
875,-116.2155619,33.7205771,12/5/2015,shot,38,M,Indio,california,FALSE,attack,Armed/Undetermined,Hispanic,california
876,-122.3320708,47.6062095,12/6/2015,shot,35,M,Seattle,washington,FALSE,attack,Armed/Undetermined,White,washington
877,-81.5101208,41.5528288,12/6/2015,shot,46,M,Richmond Heights,ohio,TRUE,attack,Armed/Undetermined,Black,ohio
878,-105.5911007,41.3113669,12/6/2015,shot,48,M,Laramie,wyoming,TRUE,other,Armed/Undetermined,White,wyoming
879,-81.6943605,41.49932,12/8/2015,shot,33,M,Cleveland,ohio,FALSE,attack,Armed/Undetermined,Black,ohio
880,-86.2938637,37.4800544,12/9/2015,shot,66,M,Leitchfield,kentucky,FALSE,attack,Armed/Undetermined,White,kentucky
881,-86.158068,39.768403,12/10/2015,shot,34,M,Indianapolis,indiana,FALSE,attack,Armed/Undetermined,White,indiana
882,-82.2962268,34.9203946,12/10/2015,shot,55,M,Taylors,south carolina,FALSE,attack,Armed/Undetermined,Black,south carolina
883,-121.802173,36.6844029,12/10/2015,shot,54,M,Marina,california,FALSE,attack,Armed/Undetermined,White,california
884,-86.158068,39.768403,12/12/2015,shot,25,M,Indianapolis,indiana,TRUE,attack,Armed/Undetermined,Black,indiana
885,-85.3096801,35.0456297,12/12/2015,shot,24,M,Chattanooga,tennessee,FALSE,attack,Armed/Undetermined,Black,tennessee
886,-118.2114603,33.930293,12/12/2015,shot,28,M,Lynwood,california,FALSE,attack,Armed/Undetermined,Black,california
887,-97.4878023,34.2331475,12/12/2015,shot,36,M,Healdton,oklahoma,FALSE,attack,Armed/Undetermined,White,oklahoma
888,-75.1812913,40.9995386,12/12/2015,shot,20,M,East Stroudsburg,pennsylvania,TRUE,attack,Armed/Undetermined,White,pennsylvania
889,-117.2897652,34.1083449,12/12/2015,shot,49,M,San Bernardino,california,FALSE,attack,Armed/Undetermined,Hispanic,california
890,-97.1080656,32.735687,12/13/2015,shot,51,F,Arlington,texas,TRUE,attack,Armed/Undetermined,White,texas
891,-97.1330683,33.2148412,12/13/2015,shot,21,M,Denton,texas,TRUE,other,Armed/Undetermined,White,texas
892,-105.0555389,39.7744311,12/13/2015,shot,32,M,Mountain View,colorado,FALSE,attack,Armed/Undetermined,Hispanic,colorado
893,-90.0715323,29.9510658,12/14/2015,shot,33,M,New Orleans,louisiana,FALSE,attack,Armed/Undetermined,Black,louisiana
894,-76.4394056,39.3342744,12/14/2015,shot and Tasered,52,M,Middle River,maryland,TRUE,other,Armed/Undetermined,White,maryland
895,-88.9158953,35.8197917,12/14/2015,shot,56,M,Humboldt,tennessee,FALSE,undetermined,Armed/Undetermined,White,tennessee
896,-115.1398296,36.1699412,12/14/2015,shot,48,F,Las Vegas,nevada,TRUE,attack,Armed/Undetermined,White,nevada
897,-121.5682751,37.0057816,12/14/2015,shot,19,M,Gilroy,california,FALSE,undetermined,Armed/Undetermined,Hispanic,california
898,-115.1398296,36.1699412,12/14/2015,shot,45,M,Las Vegas,nevada,FALSE,attack,Armed/Undetermined,Hispanic,nevada
899,-81.1642682,37.8953906,12/14/2015,shot,33,M,Mount Hope,west virginia,FALSE,attack,Armed/Undetermined,White,west virginia
900,-81.1761895,35.3165257,12/15/2015,shot,51,M,Dallas,north carolina,FALSE,attack,Armed/Undetermined,Black,north carolina
901,-119.0376023,34.2163937,12/16/2015,shot,NA,M,Camarillo,california,TRUE,attack,Armed/Undetermined,White,california
902,-81.3578859,41.1536674,12/17/2015,shot,25,M,Kent,ohio,TRUE,other,Armed/Undetermined,White,ohio
903,-120.9968782,37.6390972,12/17/2015,shot,24,M,Modesto,california,FALSE,attack,Armed/Undetermined,White,california
904,-83.4688204,41.607272,12/18/2015,shot,22,F,Northwood,ohio,FALSE,attack,Armed/Undetermined,White,ohio
905,-83.9207392,35.9606384,12/18/2015,shot,32,M,Knoxville,tennessee,FALSE,attack,Armed/Undetermined,White,tennessee
906,-105.5730665,36.4072485,12/18/2015,shot,58,M,Taos,new mexico,FALSE,attack,Armed/Undetermined,Hispanic,new mexico
907,-78.9750189,37.3426444,12/19/2015,shot,24,M,Concord,virginia,FALSE,attack,Armed/Undetermined,Black,virginia
908,-118.2436849,34.0522342,12/19/2015,shot,26,M,Los Angeles,california,TRUE,attack,Armed/Undetermined,Hispanic,california
909,-118.1164613,34.5794343,12/20/2015,shot,30,M,Palmdale,california,FALSE,attack,Armed/Undetermined,Black,california
910,-101.8312969,35.2219971,12/20/2015,shot,31,M,Amarillo,texas,TRUE,attack,Armed/Undetermined,Hispanic,texas
911,-116.9719684,33.7475203,12/21/2015,shot,34,M,Hemet,california,FALSE,attack,Armed/Undetermined,Hispanic,california
912,-84.7477136,33.7514966,12/21/2015,shot,48,M,Douglasville,georgia,FALSE,attack,Armed/Undetermined,Black,georgia
913,-75.3528779,41.5605542,12/21/2015,shot,21,M,Canaan Township,pennsylvania,TRUE,attack,Armed/Undetermined,White,pennsylvania
914,-81.2636738,28.9005446,12/21/2015,shot,39,M,Deltona,florida,FALSE,attack,Armed/Undetermined,White,florida
915,-104.8319195,39.7294319,12/21/2015,shot,25,M,Aurora,colorado,FALSE,attack,Armed/Undetermined,Black,colorado
916,-121.2988335,39.2077473,12/21/2015,shot,30,M,Smartsville,california,FALSE,attack,Armed/Undetermined,White,california
917,-73.212072,44.4758825,12/22/2015,shot,56,M,Burlington,vermont,FALSE,attack,Armed/Undetermined,White,vermont
918,-82.3878709,28.5552719,12/22/2015,shot,29,M,Brooksville,florida,FALSE,undetermined,Armed/Undetermined,White,florida
919,-106.6055534,35.0853336,12/22/2015,shot,19,M,Albuquerque,new mexico,FALSE,undetermined,Armed/Undetermined,Hispanic,new mexico
920,-91.720681,32.1632079,12/24/2015,shot,36,M,Winnsboro,louisiana,FALSE,other,Armed/Undetermined,White,louisiana
921,-84.5555347,42.732535,12/24/2015,shot,24,M,Lansing,michigan,FALSE,attack,Armed/Undetermined,Black,michigan
922,-119.0167679,36.06523,12/24/2015,shot,23,M,Porterville,california,FALSE,other,Armed/Undetermined,Hispanic,california
923,-80.8431267,35.2270869,12/24/2015,shot,18,M,Charlotte,north carolina,FALSE,attack,Armed/Undetermined,Black,north carolina
924,-122.1430195,37.4418834,12/25/2015,shot,31,M,Palo Alto,california,TRUE,attack,Armed/Undetermined,White,california
925,-112.0740373,33.4483771,12/26/2015,shot,41,M,Phoenix,arizona,TRUE,other,Armed/Undetermined,White,arizona
926,-87.6297982,41.8781136,12/26/2015,shot,19,M,Chicago,illinois,TRUE,undetermined,Armed/Undetermined,Black,illinois
927,-116.9337599,43.6176584,12/26/2015,shot,38,M,Homedale,idaho,FALSE,attack,Armed/Undetermined,Hispanic,idaho
928,-88.5900235,30.9251869,12/27/2015,shot,36,M,Lucedale,mississippi,FALSE,undetermined,Armed/Undetermined,White,mississippi
929,-111.9400054,33.4255104,12/27/2015,shot,34,M,Tempe,arizona,TRUE,other,Armed/Undetermined,White,arizona
930,-91.5015002,29.7960399,12/27/2015,shot,52,M,Franklin,louisiana,FALSE,undetermined,Armed/Undetermined,White,louisiana
931,-76.5835621,36.7282054,12/28/2015,shot,28,M,Suffolk,virginia,FALSE,attack,Armed/Undetermined,White,virginia
932,-119.7725868,36.7468422,12/30/2015,shot,55,M,Fresno,california,FALSE,attack,Armed/Undetermined,Hispanic,california
933,-117.1610838,32.715738,1/1/2016,shot,30,M,San Diego,california,FALSE,attack,Armed/Undetermined,White,california
934,-110.5599556,45.6614105,1/2/2016,shot and Tasered,37,M,Livingston,montana,FALSE,attack,Armed/Undetermined,White,montana
935,-100.4503797,32.2354051,1/2/2016,shot,54,M,Maryneal,texas,FALSE,attack,Armed/Undetermined,White,texas
936,-96.7311034,43.5445959,1/2/2016,shot,37,M,Sioux Falls,south dakota,FALSE,undetermined,Armed/Undetermined,White,south dakota
937,-80.8431267,35.2270869,1/3/2016,shot,30,M,Charlotte,north carolina,FALSE,attack,Armed/Undetermined,Black,north carolina
938,-93.2323813,30.512699,1/4/2016,shot,27,M,Ragley,louisiana,FALSE,undetermined,Armed/Undetermined,Black,louisiana
939,-97.5164276,35.4675602,1/4/2016,shot,22,M,Oklahoma City,oklahoma,FALSE,attack,Armed/Undetermined,Black,oklahoma
940,-122.9006951,47.0378741,1/5/2016,shot,29,M,Olympia,washington,FALSE,attack,Armed/Undetermined,White,washington
941,-82.3534727,36.3134397,1/5/2016,shot,39,M,Johnson City,tennessee,FALSE,attack,Armed/Undetermined,White,tennessee
942,-80.8431267,35.2270869,1/5/2016,shot,33,M,Charlotte,north carolina,FALSE,attack,Armed/Undetermined,Black,north carolina
943,-122.3916754,40.5865396,1/5/2016,shot,52,M,Redding,california,TRUE,other,Armed/Undetermined,White,california
944,-120.9577098,37.5949316,1/5/2016,shot,28,M,Ceres,california,FALSE,other,Armed/Undetermined,Hispanic,california
945,-75.3076883,39.957902,1/5/2016,shot and Tasered,54,M,Upper Darby,pennsylvania,TRUE,undetermined,Armed/Undetermined,White,pennsylvania
946,-87.8328505,42.4461322,1/6/2016,shot,38,M,Zion,illinois,TRUE,undetermined,Armed/Undetermined,White,illinois
947,-105.877212,33.6417408,1/6/2016,shot,32,M,Carrizozo,new mexico,TRUE,attack,Armed/Undetermined,Hispanic,new mexico
948,-87.1023746,37.7307984,1/6/2016,shot,34,M,Daviess County,kentucky,FALSE,attack,Armed/Undetermined,White,kentucky
949,-88.4597673,42.6386048,1/8/2016,shot,26,M,Geneva,wisconsin,FALSE,other,Armed/Undetermined,White,wisconsin
950,-84.6768796,34.0659329,1/8/2016,shot,50,M,Acworth,georgia,FALSE,undetermined,Armed/Undetermined,White,georgia
951,-122.9084445,46.146779,1/10/2016,shot,37,M,Kelso,washington,FALSE,other,Armed/Undetermined,White,washington
952,-76.0627266,39.6978871,1/10/2016,shot,45,F,Rising Sun,maryland,TRUE,attack,Armed/Undetermined,Black,maryland
953,-84.5120196,39.1031182,1/11/2016,shot,45,M,Cincinnati,ohio,FALSE,attack,Armed/Undetermined,White,ohio
954,-104.990251,39.7392358,1/11/2016,shot,32,M,Denver,colorado,FALSE,attack,Armed/Undetermined,White,colorado
955,-76.2858726,36.8507689,1/12/2016,shot,58,M,Norfolk,virginia,TRUE,undetermined,Armed/Undetermined,White,virginia
956,-83.561835,35.8681455,1/13/2016,shot,29,M,Sevierville,tennessee,FALSE,undetermined,Armed/Undetermined,White,tennessee
957,-120.939249,47.1953976,1/13/2016,shot,60,M,Cle Elum,washington,TRUE,attack,Armed/Undetermined,White,washington
958,-89.1428573,37.8331059,1/14/2016,shot,40,M,Hurst,illinois,FALSE,attack,Armed/Undetermined,White,illinois
959,-118.542586,34.3916641,1/14/2016,shot,39,M,Santa Clarita,california,FALSE,other,Armed/Undetermined,Hispanic,california
960,-79.8467349,38.9259397,1/15/2016,shot,26,M,Elkins,west virginia,FALSE,attack,Armed/Undetermined,White,west virginia
961,-83.2218731,42.4733688,1/15/2016,shot,24,M,Southfield,michigan,FALSE,attack,Armed/Undetermined,Black,michigan
962,-118.3520389,34.1176605,1/16/2016,shot,34,M,Hollywood Hills,california,FALSE,undetermined,Armed/Undetermined,Hispanic,california
963,-98.4936282,29.4241219,1/16/2016,shot,27,M,San Antonio,texas,FALSE,attack,Armed/Undetermined,White,texas
964,-81.2684485,39.1909105,1/16/2016,shot,55,M,Petroleum,west virginia,FALSE,attack,Armed/Undetermined,White,west virginia
965,-80.6675577,26.6845104,1/16/2016,shot,19,M,Belle Glade,florida,FALSE,attack,Armed/Undetermined,Black,florida
966,-90.1994042,38.6270025,1/17/2016,shot,52,M,St. Louis,missouri,FALSE,attack,Armed/Undetermined,Black,missouri
967,-118.4849365,34.235822,1/17/2016,shot,24,M,North Hills,california,FALSE,undetermined,Armed/Undetermined,Hispanic,california
968,-86.0419169,33.9548201,1/17/2016,shot,38,M,Rainbow City,alabama,FALSE,other,Armed/Undetermined,White,alabama
969,-111.8910474,40.7607793,1/17/2016,shot,31,M,Salt Lake City,utah,FALSE,attack,Armed/Undetermined,White,utah
970,-122.8037102,45.487062,1/17/2016,shot,44,M,Beaverton,oregon,FALSE,attack,Armed/Undetermined,White,oregon
971,-110.926479,32.2217429,1/18/2016,shot,33,M,Tucson,arizona,TRUE,attack,Armed/Undetermined,White,arizona
972,-81.3792365,28.5383355,1/18/2016,shot,28,M,Orlando,florida,FALSE,other,Armed/Undetermined,White,florida
973,-122.8755949,42.3265152,1/18/2016,shot,27,M,Medford,oregon,FALSE,undetermined,Armed/Undetermined,White,oregon
974,-112.0740373,33.4483771,1/18/2016,shot,39,M,Phoenix,arizona,TRUE,attack,Armed/Undetermined,White,arizona
975,-122.0438298,37.5933918,1/18/2016,shot,29,M,Union City,california,TRUE,other,Armed/Undetermined,White,california
976,-96.7969879,32.7766642,1/19/2016,shot,36,M,Dallas,texas,FALSE,undetermined,Armed/Undetermined,White,texas
977,-80.8872959,35.7826363,1/19/2016,shot,55,M,Statesville,north carolina,TRUE,undetermined,Armed/Undetermined,White,north carolina
978,-83.2784851,30.8327022,1/19/2016,shot,28,M,Valdosta,georgia,FALSE,attack,Armed/Undetermined,White,georgia
979,-91.9540054,30.5601953,1/20/2016,shot,40,M,Port Barre,louisiana,FALSE,attack,Armed/Undetermined,Black,louisiana
980,-86.5722154,34.8514782,1/20/2016,shot,33,M,Meridianville,alabama,FALSE,other,Armed/Undetermined,White,alabama
981,-99.1403189,30.0474332,1/20/2016,shot,37,M,Kerrville,texas,FALSE,other,Armed/Undetermined,White,texas
982,-95.5824846,35.2873206,1/21/2016,shot,39,M,Eufaula,oklahoma,FALSE,attack,Armed/Undetermined,Black,oklahoma
983,-86.6294262,32.8387371,1/23/2016,shot,43,M,Clanton,alabama,FALSE,undetermined,Armed/Undetermined,White,alabama
984,-119.8138027,39.5296329,1/25/2016,shot,38,M,Reno,nevada,FALSE,other,Armed/Undetermined,Hispanic,nevada
985,-119.0541032,43.5862606,1/26/2016,shot,55,M,Burns,oregon,FALSE,undetermined,Armed/Undetermined,White,oregon
986,-93.1732401,34.5720347,1/27/2016,shot,52,M,Mountain Pine,arkansas,FALSE,undetermined,Armed/Undetermined,White,arkansas
987,-90.0489801,35.1495343,1/27/2016,shot,32,M,Memphis,tennessee,FALSE,attack,Armed/Undetermined,Black,tennessee
988,-105.937799,35.6869752,1/27/2016,shot,31,M,Santa Fe,new mexico,FALSE,undetermined,Armed/Undetermined,Hispanic,new mexico
989,-79.4311616,34.3371047,1/27/2016,shot,27,M,Latta,south carolina,FALSE,other,Armed/Undetermined,White,south carolina
990,-83.1763145,42.3222599,1/27/2016,shot,31,F,Dearborn,michigan,TRUE,other,Armed/Undetermined,Black,michigan
991,-97.1416768,32.5631924,1/27/2016,shot,30,M,Mansfield,texas,FALSE,attack,Armed/Undetermined,White,texas
992,-84.564147,33.8999297,1/27/2016,shot,26,M,Cobb County,georgia,FALSE,attack,Armed/Undetermined,Hispanic,georgia
993,-95.9979883,41.2523634,1/28/2016,shot,33,M,Omaha,nebraska,FALSE,undetermined,Armed/Undetermined,White,nebraska
994,-122.1188945,45.2023855,1/28/2016,shot,19,M,Clackamas County,oregon,TRUE,other,Armed/Undetermined,Black,oregon
995,-122.4442906,47.2528768,1/29/2016,shot,32,F,Tacoma,washington,FALSE,undetermined,Armed/Undetermined,White,washington
996,-70.9494938,42.466763,1/29/2016,shot,33,M,Lynn,massachusetts,FALSE,attack,Armed/Undetermined,Black,massachusetts
997,-96.9488945,32.8140177,1/29/2016,shot,29,M,Irving,texas,FALSE,undetermined,Armed/Undetermined,Black,texas
998,-87.6297982,41.8781136,1/30/2016,shot,29,M,Chicago,illinois,FALSE,other,Armed/Undetermined,Black,illinois
999,-85.2860676,34.9831309,1/30/2016,shot,64,M,Rossville,georgia,FALSE,attack,Armed/Undetermined,Hispanic,georgia
1000,-94.4446742,39.1097268,1/30/2016,shot,42,M,Sugar Creek,missouri,FALSE,attack,Armed/Undetermined,White,missouri
1001,-119.0187125,35.3732921,1/31/2016,shot,42,M,Bakersfield,california,FALSE,other,Armed/Undetermined,White,california
1002,-79.8819942,40.4417355,1/31/2016,shot and Tasered,37,M,Wilkinsburg,pennsylvania,FALSE,attack,Armed/Undetermined,Black,pennsylvania
1003,-81.4174057,26.4185248,1/31/2016,shot,46,M,Immokalee,florida,FALSE,other,Armed/Undetermined,Hispanic,florida
1004,-97.3639068,32.8601275,1/31/2016,shot,25,M,Saginaw,texas,FALSE,attack,Armed/Undetermined,White,texas
1005,-77.0368707,38.9071923,2/1/2016,shot,36,M,Washington,district of columbia,FALSE,attack,Armed/Undetermined,Black,district of columbia
1006,-106.6055534,35.0853336,2/1/2016,shot,21,M,Albuquerque,new mexico,FALSE,undetermined,Armed/Undetermined,Hispanic,new mexico
1007,-121.302728,38.5890723,2/2/2016,shot and Tasered,30,M,Rancho Cordova,california,TRUE,attack,Armed/Undetermined,White,california
1008,-95.9566635,35.5145495,2/3/2016,shot,53,M,Schulter,oklahoma,FALSE,attack,Armed/Undetermined,White,oklahoma
1009,-82.1400923,29.1871986,2/3/2016,shot,31,M,Ocala,florida,TRUE,attack,Armed/Undetermined,Hispanic,florida
1010,-111.8314724,33.4151843,2/4/2016,shot,24,M,Mesa,arizona,TRUE,other,Armed/Undetermined,White,arizona
1011,-94.5785667,39.0997265,2/4/2016,shot,47,M,Kansas City,missouri,FALSE,attack,Armed/Undetermined,White,missouri
1012,-81.460856,40.7736624,2/4/2016,shot,54,M,Perry Township,ohio,FALSE,attack,Armed/Undetermined,White,ohio
1013,-155.09,19.7297222,2/5/2016,shot,38,M,Hilo,hawaii,FALSE,other,Armed/Undetermined,White,hawaii
